artists,name,id,popularity
Ensemble Sakura,"Chakkiri bushi, air des coupeurs de feuilles de thé",7b1laByKCFRAiGBbMqbfIX,1
Ensemble Sakura,"Otemoyan, petite madame Otemo",4sMpZ1a2Du1spvgu3kfiBn,1
Ensemble Sakura,"Awa odori, danse d'Awa",4iE5OWHg9qQjAje5Ho6JI6,8
Ensemble Sakura,"Kaigara bushi, air des coquillages",3SGU9kCyqwQs8Y7LYWvraI,1
Ensemble Sakura,"Soran okiage ondo, chant des pêcheurs de haute mer",0M9Kmfs7tdejKB87Y8Foup,5
Chiemi Eri,Otemo-Yan,4CW9PZoDT9TLGJIYY1se7C,11
Joe Hisaishi,Song of the Heavenly Maiden,3GnnYdWCJPZ6f06Ox2cWrX,35
