artists,name,id,popularity
The Beach Boys,Good Vibrations - Remastered,5t9KYe0Fhd5cW6UYT4qP8f,69
Little Eva,The Locomotion,5IHNFbwUmh7GHUhqdZ67QS,33
The Rolling Stones,Jumpin' Jack Flash,5FMlUJ6wd2aN0lkdlRrEtH,7
The Rolling Stones,Gimme Shelter,1dv3ePjze9tPq2pk8eWJdR,20
Roy Orbison,"Oh, Pretty Woman",1hzJNnXtVKQ6BVyfDFSk1R,42
Bobby Vinton,Blue Velvet,2E3Zx5UFDiWE5dd453L4GM,29
Andy Williams,Can't Get Used to Losing You - Single Version,6GtkD1bSvcq6jHPjxtQpB0,18
The Byrds,Mr. Tambourine Man,3mJYXkGxOS2CM5ayWqY3SM,41
Simon & Garfunkel,Mrs. Robinson - Single Mix,0RtLtRfoMt3cAx4axNNIEJ,20
The McCoys,Hang on Sloopy,6HD0CAnag63bJ2G72ETj9L,28
Georgie Fame,The Ballad of Bonnie & Clyde,4g6DLXf5FawA5P0WiAWpIf,25
Love Affair,Everlasting Love,2YXk3fQNetKD5WyzP0sk1w,45
Gary Puckett & The Union Gap,Young Girl,7Fz9STkjYOzcDM8lzEV6eQ,24
Johnny Nash,Hold Me Tight,5tRkPxmuXjmxFxUtWMvoRY,20
Chicken Shack,I'd Rather Go Blind,6O3HIM5RjSoqKGSJUuj1tH,26
Fleetwood Mac,Albatross,7dwe7UxhEJ0pJWaToxLrE8,31
The Statler Brothers,Flowers On the Wall,6HUXSjYLabPDfvBTm6IWuY,10
"Blood, Sweat & Tears",You've Made Me So Very Happy,7MC1RiLIhYwdyNn6bmrWjX,13
Scott McKenzie,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,4HpaXUMqrz1cFaOeEizumw,40
"Grace Slick, The Great Society",Somebody To Love,3qlG7oEZTm9icR48h3vQs7,16
Sly & The Family Stone,Dance to the Music,34TgADAGV0HRFvUXlvJANq,17
The Gun,Race with the Devil,7KCoio8SdB2MJoG1PpEjXy,15
Johnny Cash,A Boy Named Sue - Live,4L80pMA25waz6jw7f07J1Y,14
Janis Joplin,Mercedes Benz,1cblyWq9WMw7DfuVjaNASn,17
Jefferson Airplane,White Rabbit,4vpeKl0vMGdAXpZiQB2Dtd,68
Jefferson Airplane,Somebody to Love,4uGIJG1jYFonGc4LGp5uQL,68
"Anonymous, Lisette Wesseling, Matthew Spring, Sharon Lindo, Jon Banks",Saltarello,5mb3diWsUORVdbsIFl8GJ1,2
